1,1,1,1,1,1,2,3,4,5,6,7,18,19,20,21,22,23
2,3,4,5,6,7,1,1,1,1,1,1,18,19,20,21,22,23
2,4,5,6,7,8,19,20,21,22,23,24,1,1,1,1,1,1
2,3,4,5,6,7,18,19,20,21,22,23,34,35,36,37,38,39
2,3,4,5,6,7,18,19,20,21,22,23,34,35,36,37,38,39
2,3,4,5,6,7,18,19,20,21,22,23,34,35,36,37,38,39
1,2,3,4,5,6,17,18,19,20,21,22,33,34,35,36,37,38
1,2,3,4,5,6,17,18,19,20,21,22,33,34,35,36,37,38
